EV Charger Registration Code,operator,No. of Charging Outlets,evCpId,plugType,chargingSpeed,PostalCode,Block/House No,Street Name,Building Name,Floor No,Lot No,Is the charger publicly accessible?,longitude,latitude
R109378H,CHARGE+ PTE. LTD.,2,R109378H-001,Type 2,7.4,642712,712B,JURONG WEST STREET 71,GOLDEN LAVENDER,L4,56 & 57,Yes,103.6968539,1.3428451
R109378H,CHARGE+ PTE. LTD.,2,R109378H-002,Type 2,7.4,642712,712B,JURONG WEST STREET 71,GOLDEN LAVENDER,L4,56 & 57,Yes,103.6968539,1.3428451
R109493E,CHARGE+ PTE. LTD.,2,R109493E-001,Type 2,7.4,670634,634,SENJA ROAD,SENJA GATEWAY,L5B,380 & 381,Yes,103.7577026,1.3862486
R109493E,CHARGE+ PTE. LTD.,2,R109493E-002,Type 2,7.4,670634,634,SENJA ROAD,SENJA GATEWAY,L5B,380 & 381,Yes,103.7577026,1.3862486
R109499G,CHARGE+ PTE. LTD.,2,R109499G-001,Type 2,7.4,603240,240C,JURONG EAST AVENUE 1,JURONG EAST VISTA,L3B,25 & 24,Yes,103.7424265,1.340647
R109499G,CHARGE+ PTE. LTD.,2,R109499G-002,Type 2,7.4,603240,240C,JURONG EAST AVENUE 1,JURONG EAST VISTA,L3B,25 & 24,Yes,103.7424265,1.340647
R109558F,CHARGE+ PTE. LTD.,2,R109558F-001,Type 2,7.4,320123,123,MCNAIR ROAD,MCNAIR SPRING,L1,94 & 95,Yes,103.8563684,1.3180497
R109558F,CHARGE+ PTE. LTD.,2,R109558F-002,Type 2,7.4,320123,123,MCNAIR ROAD,MCNAIR SPRING,L1,94 & 95,Yes,103.8563684,1.3180497
R109559Z,CHARGE+ PTE. LTD.,2,R109559Z-001,Type 2,7.4,320123,123,MCNAIR ROAD,MCNAIR SPRING,L1,96 & 97,Yes,103.8563684,1.3180497
R109559Z,CHARGE+ PTE. LTD.,2,R109559Z-002,Type 2,7.4,320123,123,MCNAIR ROAD,MCNAIR SPRING,L1,96 & 97,Yes,103.8563684,1.3180497
R109737R,CHARGE+ PTE. LTD.,2,R109737R-001,Type 2,7.4,640538,538,JURONG WEST AVENUE 1,,L1,4 N 3,Yes,103.7158018,1.351296
R109737R,CHARGE+ PTE. LTD.,2,R109737R-002,Type 2,7.4,640538,538,JURONG WEST AVENUE 1,,L1,4 N 3,Yes,103.7158018,1.351296
R109738D,CHARGE+ PTE. LTD.,2,R109738D-001,Type 2,7.4,640538,538,JURONG WEST AVENUE 1,,L1,6 N 5,Yes,103.7158018,1.351296
R109738D,CHARGE+ PTE. LTD.,2,R109738D-002,Type 2,7.4,640538,538,JURONG WEST AVENUE 1,,L1,6 N 5,Yes,103.7158018,1.351296
R109739H,CHARGE+ PTE. LTD.,2,R109739H-001,Type 2,7.4,640538,538,JURONG WEST AVENUE 1,,L1,8 N 7,Yes,103.7158018,1.351296
R109739H,CHARGE+ PTE. LTD.,2,R109739H-002,Type 2,7.4,640538,538,JURONG WEST AVENUE 1,,L1,8 N 7,Yes,103.7158018,1.351296
R109863G,CHARGE+ PTE. LTD.,2,R109863G-001,Type 2,7.4,151035,35A,JALAN RUMAH TINGGI,RUMAH TINGGI VIEW,L2A,76 & 75,Yes,103.8089551,1.2876673
R109863G,CHARGE+ PTE. LTD.,2,R109863G-002,Type 2,7.4,151035,35A,JALAN RUMAH TINGGI,RUMAH TINGGI VIEW,L2A,76 & 75,Yes,103.8089551,1.2876673
R109865D,CHARGE+ PTE. LTD.,2,R109865D-001,Type 2,7.4,640667,667,JURONG WEST STREET 65,MULTI STOREY CAR PARK,L3A,148 & 147,Yes,103.7015026,1.3413443
R109865D,CHARGE+ PTE. LTD.,2,R109865D-002,Type 2,7.4,640667,667,JURONG WEST STREET 65,MULTI STOREY CAR PARK,L3A,148 & 147,Yes,103.7015026,1.3413443
R109866H,CHARGE+ PTE. LTD.,2,R109866H-001,Type 2,7.4,640667,667,JURONG WEST STREET 65,MULTI STOREY CAR PARK,L3A,150 & 149,Yes,103.7015026,1.3413443
R109866H,CHARGE+ PTE. LTD.,2,R109866H-002,Type 2,7.4,640667,667,JURONG WEST STREET 65,MULTI STOREY CAR PARK,L3A,150 & 149,Yes,103.7015026,1.3413443
R109867A,CHARGE+ PTE. LTD.,2,R109867A-001,Type 2,7.4,640667,667,JURONG WEST STREET 65,MULTI STOREY CAR PARK,L3A,152 & 151,Yes,103.7015026,1.3413443
R109867A,CHARGE+ PTE. LTD.,2,R109867A-002,Type 2,7.4,640667,667,JURONG WEST STREET 65,MULTI STOREY CAR PARK,L3A,152 & 151,Yes,103.7015026,1.3413443
R109911G,CHARGE+ PTE. LTD.,2,R109911G-001,CCS 2,120,669569,63,HILLVIEW AVENUE,LAM SOON INDUSTRIAL BUILDING,L6,3 & 2,Yes,103.7630848,1.3569966
R109911G,CHARGE+ PTE. LTD.,2,R109911G-002,CCS 2,120,669569,63,HILLVIEW AVENUE,LAM SOON INDUSTRIAL BUILDING,L6,3 & 2,Yes,103.7630848,1.3569966
R110007G,CHARGE+ PTE. LTD.,2,R110007G-001,Type 2,7.4,319516,615,LORONG 4 TOA PAYOH,STORHUB TOA PAYOH,L2,50A & 51,Yes,103.8519609,1.3330587
R110007G,CHARGE+ PTE. LTD.,2,R110007G-002,Type 2,7.4,319516,615,LORONG 4 TOA PAYOH,STORHUB TOA PAYOH,L2,50A & 51,Yes,103.8519609,1.3330587
R110040C,CHARGE+ PTE. LTD.,2,R110040C-001,Type 2,7.4,120104,104,CLEMENTI STREET 14,SUNSET WAY RESIDENCE,L1,47A & 47B,Yes,103.7689889,1.3223512
R110040C,CHARGE+ PTE. LTD.,2,R110040C-002,Type 2,7.4,120104,104,CLEMENTI STREET 14,SUNSET WAY RESIDENCE,L1,47A & 47B,Yes,103.7689889,1.3223512
R110041G,CHARGE+ PTE. LTD.,2,R110041G-001,Type 2,7.4,120104,104,CLEMENTI STREET 14,SUNSET WAY RESIDENCE,L1,48 & 49,Yes,103.7689889,1.3223512
R110041G,CHARGE+ PTE. LTD.,2,R110041G-002,Type 2,7.4,120104,104,CLEMENTI STREET 14,SUNSET WAY RESIDENCE,L1,48 & 49,Yes,103.7689889,1.3223512
R110043D,CHARGE+ PTE. LTD.,2,R110043D-001,Type 2,7.4,120104,104,CLEMENTI STREET 14,SUNSET WAY RESIDENCE,L1,50 & 51,Yes,103.7689889,1.3223512
R110043D,CHARGE+ PTE. LTD.,2,R110043D-002,Type 2,7.4,120104,104,CLEMENTI STREET 14,SUNSET WAY RESIDENCE,L1,50 & 51,Yes,103.7689889,1.3223512
R110045A,CHARGE+ PTE. LTD.,2,R110045A-001,Type 2,7.4,680008,8,TECK WHYE LANE,TECK WHYE HEIGHTS II,L1,78 & 79,Yes,103.754505,1.3803301
R110045A,CHARGE+ PTE. LTD.,2,R110045A-002,Type 2,7.4,680008,8,TECK WHYE LANE,TECK WHYE HEIGHTS II,L1,78 & 79,Yes,103.754505,1.3803301
R110047K,CHARGE+ PTE. LTD.,2,R110047K-001,Type 2,7.4,680008,8,TECK WHYE LANE,TECK WHYE HEIGHTS II,L1,80 & 81,Yes,103.754505,1.3803301
R110047K,CHARGE+ PTE. LTD.,2,R110047K-002,Type 2,7.4,680008,8,TECK WHYE LANE,TECK WHYE HEIGHTS II,L1,80 & 81,Yes,103.754505,1.3803301
R110048B,CHARGE+ PTE. LTD.,2,R110048B-001,Type 2,7.4,680008,8,TECK WHYE LANE,TECK WHYE HEIGHTS II,L1,84 & 85,Yes,103.754505,1.3803301
R110048B,CHARGE+ PTE. LTD.,2,R110048B-002,Type 2,7.4,680008,8,TECK WHYE LANE,TECK WHYE HEIGHTS II,L1,84 & 85,Yes,103.754505,1.3803301
R110049F,CHARGE+ PTE. LTD.,2,R110049F-001,Type 2,7.4,680008,8,TECK WHYE LANE,TECK WHYE HEIGHTS II,L1,151 & 152,Yes,103.754505,1.3803301
R110049F,CHARGE+ PTE. LTD.,2,R110049F-002,Type 2,7.4,680008,8,TECK WHYE LANE,TECK WHYE HEIGHTS II,L1,151 & 152,Yes,103.754505,1.3803301
R110132Z,CHARGE+ PTE. LTD.,2,R110132Z-001,Type 2,7.4,320077,77,LORONG LIMAU,,L1,101 & 102,Yes,103.8545583,1.32516
R110132Z,CHARGE+ PTE. LTD.,2,R110132Z-002,Type 2,7.4,320077,77,LORONG LIMAU,,L1,101 & 102,Yes,103.8545583,1.32516
